iter	Logloss
217	0.3214265481
218	0.3203921465
219	0.3193554589
220	0.3186196988
221	0.3181607993
222	0.3172054145
223	0.3167552582
224	0.3159931738
225	0.315579459
226	0.3148571752
227	0.3144094281
228	0.3135343344
229	0.3130460161
230	0.3122391303
231	0.3116117248
232	0.3109878087
233	0.3100952521
234	0.3094072479
235	0.3087453182
236	0.3084628954
237	0.3075815863
238	0.3073033273
239	0.3070562089
240	0.306647223
241	0.3060766781
242	0.3056274636
243	0.3050044698
244	0.3048400924
245	0.3045332026
246	0.3039594775
247	0.3032354807
248	0.3030134196
249	0.3026758734
250	0.302300464
251	0.30177643
252	0.3014642796
253	0.3012404116
254	0.3005467538
255	0.2997140111
256	0.2993662185
257	0.2986735506
258	0.2982756599
259	0.2979077334
260	0.29725753
261	0.2970632582
262	0.2966838373
263	0.2965779059
264	0.2962393092
265	0.2954906054
266	0.2951167938
267	0.2944901866
268	0.2940076182
269	0.2935812151
270	0.2932257163
271	0.2926054257
272	0.2922643205
273	0.2913513198
274	0.2910931909
275	0.2906569209
276	0.2900496005
277	0.2897220102
278	0.2894949543
279	0.2893269934
280	0.2890392965
281	0.2885594662
282	0.28823218
283	0.2878346377
284	0.2872947603
285	0.286442016
286	0.2862434709
287	0.2859202108
288	0.2854597271
289	0.2849339231
290	0.2847667355
291	0.2845023558
292	0.2842048385
293	0.2838024063
294	0.2834518481
295	0.2829509335
296	0.2825961517
297	0.2824499557
298	0.2817475912
299	0.281346009
300	0.2804979983
301	0.2800564464
302	0.2796038896
303	0.2793438643
304	0.2792149079
305	0.2790881523
306	0.278776066
307	0.2784258461
308	0.2781051637
309	0.2776319954
310	0.2771945196
311	0.2769557908
312	0.2766651217
313	0.2765459668
314	0.2761303812
315	0.2759801821
316	0.2756463303
317	0.2755376216
318	0.2754380585
319	0.2750720663
320	0.274783455
321	0.2746844454
322	0.2745953547
323	0.2740097039
324	0.2733826156
325	0.27295767
326	0.2727131075
327	0.2725723378
328	0.2724179715
329	0.2723277043
330	0.2721040361
331	0.2720243475
332	0.2718070922
333	0.2715550913
334	0.2714350811
335	0.2705949217
336	0.2702990484
337	0.2700008481
338	0.2695131363
339	0.269418636
340	0.2691477658
341	0.26865863
342	0.2681603744
343	0.267748689
344	0.2674753943
345	0.2671587399
346	0.2669595156
347	0.2666528544
348	0.266368771
349	0.265992866
350	0.2656750833
351	0.2654259145
352	0.2653289676
353	0.265139857
354	0.2650228313
355	0.2648977552
356	0.2648260118
357	0.2641960498
358	0.2640872437
359	0.2638654562
360	0.2637987674
361	0.2636272594
362	0.2635460906
363	0.2633780462
364	0.2629123407
365	0.2627997432
366	0.2625005751
367	0.262251843
368	0.2620210038
369	0.2616922853
370	0.2615843164
371	0.261273571
372	0.2611133546
373	0.2609005511
374	0.2603151222
375	0.2599494
376	0.2598822653
377	0.259824608
378	0.2595416642
379	0.2593793295
380	0.2592071966
381	0.258904568
382	0.258748616
383	0.2580693252
384	0.2579233653
385	0.2577033334
386	0.2575550458
387	0.2574538727
388	0.2573205357
389	0.2572134083
390	0.2569387376
391	0.2567584231
392	0.2564891562
393	0.256326332
394	0.2561964569
395	0.2560951765
396	0.2560419551
397	0.2559862727
398	0.2558940054
399	0.2554732762
400	0.2552883849
401	0.2551222348
402	0.2550723969
403	0.2550211951
404	0.2549663609
405	0.2548115051
406	0.2547392406
407	0.25465012
408	0.2544769031
409	0.2543975711
410	0.2542495017
411	0.254127264
412	0.2539476623
413	0.2538199201
414	0.2536936106
415	0.2536006804
416	0.2534273963
417	0.2531688222
418	0.2529400675
419	0.2526576217
420	0.2525079866
421	0.2524272891
422	0.2522423245
423	0.2521012937
424	0.2520158508
425	0.2519350015
426	0.251800858
427	0.2516394904
428	0.2514815711
429	0.2513278802
430	0.2512781852
431	0.2511518266
432	0.2510727316
433	0.2510260803
434	0.2509096864
435	0.2507630164
436	0.2506492493
437	0.2504520961
438	0.250356007
439	0.2502476332
440	0.2498648445
441	0.2497916527
442	0.2495951769
443	0.2493459018
444	0.2491860898
445	0.2490305601
446	0.248767123
447	0.2485877996
448	0.2483184881
449	0.2482314766
450	0.2480655988
451	0.2479712934
452	0.2478604502
453	0.2476323519
454	0.247514459
455	0.2473715496
456	0.2472328296
457	0.2467141407
458	0.246616013
459	0.2465298389
460	0.2463863868
461	0.24609278
462	0.2460322519
463	0.2458923572
464	0.2457868296
465	0.2455581924
466	0.2453833503
467	0.245176881
468	0.2450393487
469	0.2449562609
470	0.244862606
471	0.2447636703
472	0.2445454384
473	0.2444811371
474	0.2443699677
475	0.2441774659
476	0.2440048667
477	0.2439419371
478	0.2437488086
479	0.2436575114
480	0.2434686239
481	0.2433762761
482	0.2430785372
483	0.2429207354
484	0.2426691976
485	0.2422005876
486	0.2421171237
487	0.2420882934
488	0.2416495648
489	0.2414882245
490	0.241254764
491	0.2411207467
492	0.2410591851
493	0.2406905273
494	0.2405911947
495	0.2404584608
496	0.240357407
497	0.2403018563
498	0.2401419868
499	0.2397385296
500	0.2397045438
501	0.2396492237
502	0.2395670337
503	0.2394026702
504	0.2393022147
505	0.2392310163
506	0.2391743611
507	0.2390417404
508	0.2389639986
509	0.2388126527
510	0.2387219327
511	0.238556991
512	0.2384237636
513	0.2383586336
514	0.2382385997
515	0.238156007
516	0.2380832432
517	0.2379240208
518	0.2375415686
519	0.2375072706
520	0.2371841577
521	0.2369927627
522	0.2367513052
523	0.2366378551
524	0.2362823244
525	0.2361109408
526	0.2360831088
527	0.2359556883
528	0.2358944724
529	0.2357380864
530	0.2356219918
531	0.2353988001
532	0.2353466401
533	0.2352772079
534	0.2352470387
535	0.2351476436
536	0.2350990277
537	0.2349680488
538	0.234722114
539	0.2346938414
540	0.23453038
541	0.234237675
542	0.2341521829
543	0.2341294819
544	0.2340224999
545	0.2338365769
546	0.2337625515
547	0.2336861148
548	0.2335991179
549	0.2335737288
550	0.2335172214
551	0.2334704848
552	0.2333748354
553	0.2333283974
554	0.233287156
555	0.2332161655
556	0.2330507717
557	0.2329858922
558	0.2328940661
559	0.2328080145
560	0.2327644487
561	0.2327236063
562	0.2326432577
563	0.2324982545
564	0.2324423321
565	0.2323585817
566	0.2322357504
567	0.2320478874
568	0.2319701057
569	0.2318370492
570	0.2317793163
571	0.2317522859
572	0.2317067682
573	0.2316485446
574	0.2316081205
575	0.2315436362
576	0.2315013732
577	0.2314281666
578	0.231375256
579	0.2312456394
580	0.2311555483
581	0.23106355
582	0.2309125506
583	0.2308598647
584	0.2308118706
585	0.230643228
586	0.2305050084
587	0.2302177517
588	0.2301258736
589	0.2300612386
590	0.2300051336
591	0.2298971995
592	0.2298444883
593	0.2297921678
594	0.2296948258
595	0.2296575316
596	0.2295094642
597	0.2293917969
598	0.2293028725
599	0.2292539254
600	0.2292362989
601	0.22919962
602	0.2290824141
603	0.2290481347
604	0.2290004151
605	0.2289530992
606	0.2289144164
607	0.2288696282
608	0.2287933392
609	0.2286490637
610	0.2285470729
611	0.2285007482
612	0.2284647253
613	0.2284445233
614	0.2283798833
615	0.2282575289
616	0.228209702
617	0.2281772016
618	0.2280474937
619	0.2279538087
620	0.2279249913
621	0.2278154342
622	0.2277589284
623	0.227660362
624	0.227591194
625	0.2275575954
626	0.2274766179
627	0.2272327081
628	0.2272175052
629	0.2271156556
630	0.2270996924
631	0.227053361
632	0.2269653601
633	0.2268980652
634	0.2268234764
635	0.226731992
636	0.2267169643
637	0.2266385604
638	0.22640078
639	0.2262764012
640	0.2262014192
641	0.2261212866
642	0.225927038
643	0.2258336793
644	0.2257871288
645	0.2257561804
646	0.2256945683
647	0.2256096487
648	0.2255412962
649	0.2254258977
650	0.2253192684
651	0.225305761
652	0.225234131
653	0.2252178312
654	0.2250319275
655	0.2249959734
656	0.2249663792
657	0.2248127339
658	0.2247680375
659	0.2247310477
660	0.2246534145
661	0.2245686252
662	0.2245168872
663	0.2244928308
664	0.2244805514
665	0.2244345607
666	0.2243812988
667	0.2243461073
668	0.2241242888
669	0.2240580944
670	0.2240098412
671	0.2239779431
672	0.2239662168
673	0.2238894504
674	0.2238485941
675	0.2237907811
676	0.2237658628
677	0.2237182462
678	0.2236785018
679	0.2236249389
680	0.2235977392
681	0.2235723728
682	0.2235248292
683	0.2234758662
684	0.2233985759
685	0.223384977
686	0.2233606403
687	0.2232953753
688	0.2232544059
689	0.2232147077
690	0.2231722604
691	0.2231345149
692	0.2231109009
693	0.2229801205
694	0.2229202335
695	0.2228242849
696	0.2227956057
697	0.2227468021
698	0.2227067454
699	0.2226619891
700	0.2226374631
701	0.2226275369
702	0.2225918136
703	0.2224898311
704	0.2224509009
705	0.2223682252
706	0.2223179523
707	0.2222987738
708	0.222204299
709	0.222016465
710	0.221988746
711	0.2219296953
712	0.2219039018
713	0.2218772621
714	0.2218000871
715	0.2217654973
716	0.2216479926
717	0.221559989
718	0.2215083881
719	0.2213280057
720	0.2212991491
721	0.2212480219
722	0.2211960412
723	0.2211354254
724	0.2210993898
725	0.2210219792
726	0.2209338691
727	0.220909512
728	0.2208652104
729	0.2207435277
730	0.2206886875
731	0.2206539763
732	0.2206422605
733	0.2205859886
734	0.2205737406
735	0.2205413751
736	0.220489427
737	0.2204780579
738	0.2204577061
739	0.2203924719
740	0.2203226524
741	0.2202873477
742	0.2202556993
743	0.2201847787
744	0.2201754558
745	0.2201349832
746	0.2201243173
747	0.2200936953
748	0.2200545762
749	0.2200191735
750	0.2199322292
751	0.2198279676
752	0.2197891695
753	0.2197010524
754	0.2196420699
755	0.2196117936
756	0.2195754275
757	0.2195142466
758	0.21947795
759	0.219448728
760	0.219408798
761	0.2193768636
762	0.2193433887
763	0.2192924406
764	0.2192844912
765	0.2192589622
766	0.219227663
767	0.2192139691
768	0.2191237415
769	0.2190708838
770	0.2190409805
771	0.219008219
772	0.2189613609
773	0.2189224173
774	0.2189013235
775	0.2188363485
776	0.2188006178
777	0.2187656241
778	0.2187251232
779	0.2186817225
780	0.2186192811
781	0.2185757868
782	0.2185657146
783	0.21851458
784	0.2184832006
785	0.218391514
786	0.2183391948
787	0.218307005
788	0.2182851113
789	0.2182578926
790	0.2182016424
791	0.2181921321
792	0.218167017
793	0.2181354154
794	0.2181043877
795	0.2180786513
796	0.2180494728
797	0.2180370267
798	0.2179890832
799	0.2179772648
800	0.2179368252
801	0.2179046221
802	0.217888063
803	0.217866259
804	0.2178144376
805	0.2178063607
806	0.2177888374
807	0.2177394453
808	0.217710627
809	0.2176842947
810	0.2176224516
811	0.2175725556
812	0.2175479474
813	0.2174403669
814	0.2173931014
815	0.2173637615
816	0.2173313661
817	0.2173035201
818	0.2172887158
819	0.2172736039
820	0.2172536559
821	0.2172364137
822	0.2172257044
823	0.2171964949
824	0.2171887599
825	0.2170445179
826	0.2170253698
827	0.217018214
828	0.2170111719
829	0.2169835
830	0.2169720705
831	0.2169306738
832	0.2169009095
833	0.216886501
834	0.2168613055
835	0.2168355407
836	0.2168143182
837	0.2167619761
838	0.2167401566
839	0.2166910279
840	0.2166632868
841	0.2165967966
842	0.2165712827
843	0.2165245225
844	0.2164749136
845	0.2164510876
846	0.2164370704
847	0.2164226956
848	0.2163779889
849	0.2163567138
850	0.2163308518
851	0.2163172497
852	0.2163040659
853	0.2162611276
854	0.2162162826
855	0.2161895233
856	0.2161522559
857	0.216112512
858	0.2160668226
859	0.2160578076
860	0.2160389703
861	0.2160326279
862	0.2160164546
863	0.2159761597
864	0.2159555766
865	0.2159298808
866	0.2158871343
867	0.2158475958
868	0.2158284503
869	0.2158052857
870	0.2157716375
871	0.2157611488
872	0.2157178559
873	0.2156886922
874	0.2156645665
875	0.2156523399
876	0.2156231086
877	0.2155826613
878	0.2155452627
879	0.2155393105
880	0.2155099919
881	0.2154825421
882	0.2154463786
883	0.215401459
884	0.215389892
885	0.2153492485
886	0.2153366202
887	0.2152981954
888	0.2152866949
889	0.2152662082
890	0.2152230385
891	0.215213159
892	0.2152025036
893	0.2151835607
894	0.2151715984
895	0.2151372506
896	0.2151225824
897	0.2151088731
898	0.215097612
899	0.2150557497
900	0.2150172992
901	0.2149896345
902	0.2149604089
903	0.2149490628
904	0.2149259654
905	0.2149146168
906	0.2148984955
907	0.2148582074
908	0.2148434185
909	0.2148171002
910	0.2148015114
911	0.2147714422
912	0.2147617788
913	0.2147279655
914	0.2147123483
915	0.2146961061
916	0.214685482
917	0.2146544109
918	0.2146398217
919	0.2146073336
920	0.2145764477
921	0.2145388063
922	0.2144371216
923	0.2143993991
924	0.214384779
925	0.2143496527
926	0.2142874738
927	0.2141698675
928	0.2141560901
929	0.2141462499
930	0.2141191837
931	0.2140937607
932	0.214053999
933	0.2140279122
934	0.2140058645
935	0.2139827888
936	0.2139709935
937	0.2139659259
938	0.2139457866
939	0.2139213446
940	0.2139101808
941	0.2138768448
942	0.2138573848
943	0.2138490789
944	0.2138241188
945	0.2137923992
946	0.2137485999
947	0.2137303606
948	0.2137215882
949	0.213687931
950	0.21366117
951	0.2136501678
952	0.2136268324
953	0.2135110198
954	0.2134759823
955	0.2134382602
956	0.2134117505
957	0.2133998568
958	0.2133919398
959	0.2133837238
960	0.2133573908
961	0.2133236073
962	0.2132487579
963	0.2132345472
964	0.2132086339
965	0.2131843387
966	0.2131674
967	0.2131461896
968	0.2131281007
969	0.2131118319
970	0.213096237
971	0.2130831107
972	0.2130517184
973	0.2130164122
974	0.2129904899
975	0.2129568465
976	0.2129374595
977	0.2129256068
978	0.2129071654
979	0.2128816165
980	0.2128657286
981	0.2128510236
982	0.2128383418
983	0.2128298297
984	0.2127992364
985	0.2127767072
986	0.2127726037
987	0.2127618718
988	0.2127315951
989	0.2127026515
990	0.2126836436
991	0.2126715729
992	0.2126238483
993	0.2126099233
994	0.2125505029
995	0.2125097919
996	0.2124895813
997	0.212470652
998	0.2123954785
999	0.2123467242
